,db nflId,db name,rc nflId,rc name,play epa,expected epa,epa delta
830,2533062,Stephon Gilmore,2557848,Corey Davis,-0.88991,0.214,-1.10391
3885,2555349,Kendall Fuller,2555466,Tyler Boyd,-0.887828,0.579,-1.466828
3613,2553500,Bryce Callahan,2649,Danny Amendola,-0.887825,-0.028999999999999998,-0.858825
666,2558067,Marlon Humphrey,2560961,Marcell Ateman,-0.887553,-0.156,-0.731553
16,2555383,Jalen Mills,2532865,T.Y. Hilton,-0.887375,0.546,-1.433375
1575,2543872,Nevin Lawson,2556375,Rico Gathers,-0.886945,0.08800000000000001,-0.974945
1372,2555175,James Bradberry,2558052,Kenny Golladay,-0.886851,0.47200000000000003,-1.358851
1792,2555568,Erik Harris,2552559,C.J. Uzomah,-0.885475,0.141,-1.026475
4190,2560728,Tre Flowers,2543498,Brandin Cooks,-0.885139,0.49200000000000005,-1.3771390000000001
1480,2557996,Kevin King,2537931,Josh Gordon,-0.884549,0.544,-1.428549
1512,2560952,Jaire Alexander,2541785,Adam Thielen,-0.884245,0.35100000000000003,-1.235245
1524,2560982,Tony Brown,2560781,Christian Kirk,-0.88422,0.127,-1.01122
434,2552434,Bobby McCain,2495469,Dion Lewis,-0.88391,-0.152,-0.73191
3580,2543681,Kyle Fuller,2543495,Davante Adams,-0.882783,0.389,-1.271783
2093,2557979,Jamal Adams,2558207,Jonnu Smith,-0.882398,-0.042,-0.840398
3829,2307,Orlando Scandrick,2560920,James Washington,-0.882205,0.003,-0.885205
2306,2556445,Brian Poole,2558105,Chris Godwin,-0.88196,0.28600000000000003,-1.1679599999999999
1695,2558062,Gareon Conley,2540169,Robert Woods,-0.881917,0.447,-1.328917
430,2552434,Bobby McCain,2557848,Corey Davis,-0.881844,0.214,-1.095844
3751,496735,Kareem Jackson,2557863,Zay Jones,-0.880235,-0.109,-0.771235
3415,2532848,Tashaun Gipson,2553502,DeAndre Carter,-0.879674,0.262,-1.141674
556,2558067,Marlon Humphrey,2543471,Kelvin Benjamin,-0.879525,-0.493,-0.386525
3272,2555550,Justin Simmons,2557986,David Njoku,-0.877927,0.002,-0.879927
3475,2555531,Anthony Brown,2543614,Donte Moncrief,-0.877599,0.05,-0.9275990000000001
3206,2530510,Chris Harris,2556462,Robby Anderson,-0.876573,0.013999999999999999,-0.8905730000000001
2092,2533059,Morris Claiborne,2557870,Taywan Taylor,-0.876034,0.019,-0.895034
4276,2560760,Derwin James,2558266,George Kittle,-0.875578,0.44,-1.315578
139,2556475,Briean Boddy-Calhoun,2540151,Justin Hunter,-0.874054,-0.345,-0.529054
2521,496733,Joe Haden,497322,Emmanuel Sanders,-0.873259,0.221,-1.094259
3994,2561417,Charvarius Ward,2558856,David Moore,-0.873242,0.254,-1.1272419999999999
3405,2539237,D.J. Hayden,2561427,Vyncint Smith,-0.870854,0.125,-0.995854
3527,2557840,Chidobe Awuzie,2533039,Alshon Jeffery,-0.870657,0.507,-1.3776570000000001
2106,2495343,Buster Skrine,2557863,Zay Jones,-0.870425,-0.109,-0.761425
3195,2506345,Adam Jones,2555478,Demarcus Robinson,-0.869586,0.33799999999999997,-1.207586
506,2552434,Bobby McCain,2530700,Dontrelle Inman,-0.867221,0.462,-1.329221
1989,2533059,Morris Claiborne,2558052,Kenny Golladay,-0.867172,0.47200000000000003,-1.339172
75,2560795,Avonte Maddox,2561224,Keith Kirkwood,-0.866985,0.506,-1.372985
3975,2307,Orlando Scandrick,71269,Michael Crabtree,-0.866543,-0.079,-0.787543
857,89756,Jason McCourty,2560920,James Washington,-0.865374,0.003,-0.868374
2356,2556443,Sharrod Neasman,2559385,Dan Arnold,-0.865359,0.39399999999999996,-1.259359
658,2540164,Tony Jefferson,2552559,C.J. Uzomah,-0.865197,0.141,-1.006197
3291,2555280,Jalen Ramsey,2543496,Odell Beckham Jr.,-0.864509,0.305,-1.169509
25,2555383,Jalen Mills,2557848,Corey Davis,-0.864315,0.214,-1.0783150000000001
2759,2550613,Malcolm Butler,238498,Julian Edelman,-0.862244,0.13,-0.992244
453,2560725,Minkah Fitzpatrick,2540145,Cordarrelle Patterson,-0.862012,0.21100000000000002,-1.073012
2968,2558971,Greg Mabin,2505299,Antonio Gates,-0.861093,0.247,-1.108093
1458,2557996,Kevin King,2532884,Marvin Jones,-0.860872,0.342,-1.202872
2085,2557979,Jamal Adams,497240,Rob Gronkowski,-0.860504,0.39899999999999997,-1.259504
3855,2552265,Steven Nelson,2543614,Donte Moncrief,-0.860123,0.05,-0.910123
291,2543637,Terrance Mitchell,2558066,Curtis Samuel,-0.857846,0.052000000000000005,-0.909846
4183,2558259,Shaquill Griffin,2540154,Keenan Allen,-0.85777,0.257,-1.11477
400,2543811,Pierre Desir,497328,Demaryius Thomas,-0.85668,0.371,-1.2276799999999999
1773,2541200,Rashaan Melvin,2559066,Gehrig Dieter,-0.85532,-0.6920000000000001,-0.1633199999999999
768,89756,Jason McCourty,2558877,Zach Pascal,-0.854485,-0.07,-0.7844850000000001
822,89756,Jason McCourty,2560883,Equanimeous St. Brown,-0.853423,0.259,-1.1124230000000002
3684,2495108,Prince Amukamara,2543498,Brandin Cooks,-0.853305,0.49200000000000005,-1.345305
526,2559053,Torry McTyer,238498,Julian Edelman,-0.851933,0.13,-0.9819330000000001
3678,2552385,Adrian Amos,2550599,Scott Simonson,-0.851836,-0.342,-0.509836
3241,2506345,Adam Jones,2540165,DeAndre Hopkins,-0.851133,0.429,-1.280133
4348,2559164,Michael Davis,2558149,JuJu Smith-Schuster,-0.849116,0.332,-1.181116
393,2558976,Kenny Moore II,2540202,Kenny Stills,-0.848577,0.384,-1.232577
1029,2508084,Patrick Robinson,2553895,Adam Humphries,-0.847664,0.276,-1.123664
215,2557980,Jabrill Peppers,2557856,O.J. Howard,-0.847182,0.589,-1.436182
3533,2552568,Byron Jones,2530700,Dontrelle Inman,-0.845976,0.462,-1.307976
3554,2557840,Chidobe Awuzie,2558105,Chris Godwin,-0.845525,0.28600000000000003,-1.131525
3045,2558971,Greg Mabin,2560888,Courtland Sutton,-0.845498,0.162,-1.007498
2699,2540162,Logan Ryan,2552600,Nelson Agholor,-0.844748,0.204,-1.048748
3064,1302,Aqib Talib,2558208,Chad Williams,-0.8432,-0.38,-0.46319999999999995
681,2508107,Jimmy Smith,2555478,Demarcus Robinson,-0.843118,0.33799999999999997,-1.1811180000000001
4104,2540155,Xavier Rhodes,238498,Julian Edelman,-0.842777,0.13,-0.972777
504,2560725,Minkah Fitzpatrick,2543466,Eric Ebron,-0.842631,0.29,-1.132631
4017,2540155,Xavier Rhodes,2543495,Davante Adams,-0.841743,0.389,-1.230743
1877,2556367,William Jackson,2550272,Albert Wilson,-0.840733,0.159,-0.999733
3642,2543681,Kyle Fuller,2558052,Kenny Golladay,-0.840606,0.47200000000000003,-1.312606
1743,2558062,Gareon Conley,2530700,Dontrelle Inman,-0.838044,0.462,-1.300044
1203,2539932,Jamar Taylor,2543509,Allen Robinson,-0.837944,0.285,-1.122944
1221,2557887,Haason Reddick,2556708,Cole Wick,-0.837531,-0.838,0.0004689999999999417
2843,2561039,Carlton Davis,2508061,Antonio Brown,-0.836553,0.114,-0.950553
1698,2558062,Gareon Conley,2543498,Brandin Cooks,-0.834973,0.49200000000000005,-1.326973
751,2556571,Jonathan Jones,497326,Golden Tate,-0.834844,-0.009000000000000001,-0.825844
178,2552389,Damarious Randall,1032,Jordy Nelson,-0.83377,0.17600000000000002,-1.00977
4038,2532948,Harrison Smith,2555364,Tyler Higbee,-0.833768,0.586,-1.419768
3867,2552265,Steven Nelson,2543614,Donte Moncrief,-0.833518,0.05,-0.883518
1154,2552484,P.J. Williams,2553895,Adam Humphries,-0.833434,0.276,-1.109434
2905,2555552,Ryan Smith,2560836,Dante Pettis,-0.832977,0.414,-1.246977
3128,2540197,Nickell Robey-Coleman,2560878,Tre'Quan Smith,-0.831395,0.45899999999999996,-1.290395
1145,2555277,Eli Apple,2560735,Michael Gallup,-0.830969,0.11599999999999999,-0.946969
226,2550164,T.J. Carrie,2558149,JuJu Smith-Schuster,-0.830844,0.332,-1.162844
3468,2541832,Jeff Heath,2541316,Ryan Griffin,-0.830288,-0.006,-0.824288
3088,2540197,Nickell Robey-Coleman,2541785,Adam Thielen,-0.830196,0.35100000000000003,-1.1811960000000001
1447,2560984,Oren Burks,2540020,Theo Riddick,-0.829819,-0.226,-0.603819
2166,2560766,Taron Johnson,2543495,Davante Adams,-0.829543,0.389,-1.218543
2197,2557969,Matt Milano,497240,Rob Gronkowski,-0.828927,0.39899999999999997,-1.227927
4146,2560728,Tre Flowers,2550353,Allen Hurns,-0.827825,0.23600000000000002,-1.063825
3029,2550654,K'Waun Williams,2553895,Adam Humphries,-0.82739,0.276,-1.10339
2701,2540162,Logan Ryan,2552600,Nelson Agholor,-0.826192,0.204,-1.030192
22,2552689,Ronald Darby,2532865,T.Y. Hilton,-0.825872,0.546,-1.3718720000000002
756,89756,Jason McCourty,2540202,Kenny Stills,-0.825699,0.384,-1.209699
2974,2558971,Greg Mabin,2558208,Chad Williams,-0.824761,-0.38,-0.44476099999999996
3864,2552265,Steven Nelson,2543614,Donte Moncrief,-0.823631,0.05,-0.873631
3929,2552265,Steven Nelson,2560781,Christian Kirk,-0.820833,0.127,-0.947833
4302,2557927,Desmond King,2557848,Corey Davis,-0.818346,0.214,-1.032346
2463,496733,Joe Haden,2555415,Austin Hooper,-0.817468,0.23399999999999999,-1.0514679999999998
3948,2555349,Kendall Fuller,2540169,Robert Woods,-0.814544,0.447,-1.261544
1815,2541200,Rashaan Melvin,2540258,Travis Kelce,-0.81337,0.52,-1.33337
1560,2552262,Quandre Diggs,2558266,George Kittle,-0.812175,0.44,-1.252175
3249,2530510,Chris Harris,2540154,Keenan Allen,-0.811737,0.257,-1.068737
1553,2540288,Darius Slay,2543828,Quincy Enunwa,-0.810647,-0.051,-0.759647
793,89756,Jason McCourty,2550617,Taylor Gabriel,-0.809295,0.26,-1.0692949999999999
1652,2543872,Nevin Lawson,2555419,Pharoh Cooper,-0.807348,-0.807,-0.00034799999999990394
2761,2558005,Jayon Brown,2552424,Phillip Dorsett,-0.807243,0.16399999999999998,-0.9712430000000001
165,2560916,Denzel Ward,2557885,Jordan Leggett,-0.806571,0.068,-0.874571
99,2558168,Rasul Douglas,2555343,Josh Doctson,-0.805771,-0.07,-0.735771
2285,2539334,Desmond Trufant,2555466,Tyler Boyd,-0.802759,0.579,-1.381759
1189,2555277,Eli Apple,2560813,D.J. Moore,-0.801479,0.045,-0.8464790000000001
3350,2555280,Jalen Ramsey,2532865,T.Y. Hilton,-0.800425,0.546,-1.346425
3521,2560908,Leighton Vander Esch,2560995,Dallas Goedert,-0.800411,0.165,-0.965411
984,2561001,Grant Haley,2533039,Alshon Jeffery,-0.799946,0.507,-1.306946
1881,2556367,William Jackson,2558149,JuJu Smith-Schuster,-0.799531,0.332,-1.131531
3806,2540180,Tyrann Mathieu,2559153,Keelan Cole,-0.799217,-0.053,-0.7462169999999999
3893,2552265,Steven Nelson,2495450,A.J. Green,-0.796931,0.39299999999999996,-1.1899309999999998
3400,2541162,A.J. Bouye,2541388,Brice Butler,-0.796763,-0.061,-0.735763
2744,2550613,Malcolm Butler,2560735,Michael Gallup,-0.795777,0.11599999999999999,-0.911777
3093,2540197,Nickell Robey-Coleman,2530747,Doug Baldwin,-0.795682,0.40700000000000003,-1.202682
3910,2560827,Dorian O'Daniel,2552399,Jeff Heuerman,-0.792368,-0.294,-0.498368
2067,2495343,Buster Skrine,2649,Danny Amendola,-0.791807,-0.028999999999999998,-0.762807
2308,2539334,Desmond Trufant,2558105,Chris Godwin,-0.791505,0.28600000000000003,-1.077505
3150,2552488,Marcus Peters,2543836,T.J. Jones,-0.790932,0.10400000000000001,-0.894932
2977,2558971,Greg Mabin,2558208,Chad Williams,-0.789679,-0.38,-0.409679
110,2557958,Sidney Jones,2552487,Amari Cooper,-0.788686,0.27899999999999997,-1.067686
3990,2552265,Steven Nelson,2553913,Tyrell Williams,-0.788645,0.486,-1.274645
3380,2541162,A.J. Bouye,2543759,Ryan Grant,-0.788146,0.087,-0.875146
4027,2540155,Xavier Rhodes,2543495,Davante Adams,-0.786551,0.389,-1.175551
1673,2543869,Devon Kennard,2495139,Charles Clay,-0.78601,-0.498,-0.28801
617,2558067,Marlon Humphrey,2557848,Corey Davis,-0.785438,0.214,-0.9994379999999999
1129,2555530,Vonn Bell,2560854,Calvin Ridley,-0.784916,0.483,-1.267916
1690,2561527,Mike Ford,2553548,Jake Kumerow,-0.784378,0.154,-0.938378
2178,2543851,Phillip Gaines,2555346,Will Fuller,-0.783293,0.797,-1.5802930000000002
27,79848,Malcolm Jenkins,2558207,Jonnu Smith,-0.782801,-0.042,-0.7408009999999999
2250,2555255,De'Vondre Campbell,2540158,Zach Ertz,-0.782217,0.207,-0.989217
4241,2558077,Lano Hill,2540258,Travis Kelce,-0.781534,0.52,-1.301534
1627,2535609,DeShawn Shead,2550617,Taylor Gabriel,-0.779923,0.26,-1.039923
2989,2495507,Richard Sherman,2543495,Davante Adams,-0.779562,0.389,-1.168562
354,2559087,Arthur Maulet,2537931,Josh Gordon,-0.779482,0.544,-1.323482
978,2539338,B.W. Webb,2543468,Mike Evans,-0.778624,0.39799999999999996,-1.176624
1995,2560822,Parry Nickerson,497326,Golden Tate,-0.777102,-0.009000000000000001,-0.768102
4350,2532861,Casey Hayward,2558010,John Ross,-0.776415,-0.3,-0.476415
2420,2556559,Mike Hilton,2543488,Jarvis Landry,-0.776347,-0.036000000000000004,-0.740347
2913,2555552,Ryan Smith,2556370,Michael Thomas,-0.773049,0.6,-1.373049
308,2560916,Denzel Ward,2558010,John Ross,-0.77207,-0.3,-0.47207000000000005
1274,2495504,Patrick Peterson,2543495,Davante Adams,-0.771995,0.389,-1.160995
2377,2539653,Robert Alford,2543495,Davante Adams,-0.770609,0.389,-1.1596090000000001
24,2552689,Ronald Darby,2495469,Dion Lewis,-0.769528,-0.152,-0.617528
1413,2506789,Tramon Williams,2550284,Trey Burton,-0.768262,0.07,-0.8382620000000001
4234,2560728,Tre Flowers,2558914,Kendrick Bourne,-0.76812,0.16699999999999998,-0.93512
2880,2560884,M.J. Stewart,2555466,Tyler Boyd,-0.76706,0.579,-1.34606
1869,2533060,Dre Kirkpatrick,2495454,Julio Jones,-0.765529,0.402,-1.167529
2255,2539653,Robert Alford,2507763,Mike Wallace,-0.765125,0.008,-0.7731250000000001
3705,494289,Sherrick McManis,2558914,Kendrick Bourne,-0.765115,0.16699999999999998,-0.932115
2558,496733,Joe Haden,2558010,John Ross,-0.76327,-0.3,-0.46327
3591,2495108,Prince Amukamara,2552430,Tyler Lockett,-0.762365,1.097,-1.859365
2531,496727,Morgan Burnett,71265,Jared Cook,-0.760865,0.22699999999999998,-0.987865
4307,2557927,Desmond King,2530747,Doug Baldwin,-0.759856,0.40700000000000003,-1.1668560000000001
2081,2533059,Morris Claiborne,238498,Julian Edelman,-0.759452,0.13,-0.889452
675,2555378,Tavon Young,2533040,Mohamed Sanu,-0.759257,0.44,-1.199257
3433,2552568,Byron Jones,2543590,Cody Latimer,-0.759089,0.45299999999999996,-1.212089
2824,2560884,M.J. Stewart,2552600,Nelson Agholor,-0.756815,0.204,-0.960815
313,2557980,Jabrill Peppers,2540156,Giovani Bernard,-0.755375,-0.205,-0.5503750000000001
2751,2558065,Adoree' Jackson,2537931,Josh Gordon,-0.753856,0.544,-1.297856
1883,2543474,Darqueze Dennard,2557960,Ryan Switzer,-0.753378,0.17,-0.923378
1777,2555394,Daryl Worley,2556214,Tyreek Hill,-0.752979,0.479,-1.231979
4047,2555156,Jayron Kearse,2540169,Robert Woods,-0.752348,0.447,-1.199348
911,2532875,Janoris Jenkins,2540165,DeAndre Hopkins,-0.7513,0.429,-1.1803
1422,2560952,Jaire Alexander,2541785,Adam Thielen,-0.749577,0.35100000000000003,-1.1005770000000001
789,2552255,Eric Rowe,2560810,Anthony Miller,-0.746437,0.299,-1.045437
3192,2543505,Bradley Roby,2556214,Tyreek Hill,-0.745199,0.479,-1.224199
925,2555277,Eli Apple,2552458,Devin Funchess,-0.745033,0.001,-0.746033
3335,2541162,A.J. Bouye,2555346,Will Fuller,-0.744545,0.797,-1.5415450000000002
3345,2560808,Quenton Meeks,2543500,Jordan Matthews,-0.744401,0.46799999999999997,-1.2124009999999998
832,89756,Jason McCourty,2532887,Jermaine Kearse,-0.74395,-0.17800000000000002,-0.56595
4053,2532869,George Iloka,2506106,Larry Fitzgerald,-0.74372,0.023,-0.7667200000000001
2490,2556559,Mike Hilton,2543488,Jarvis Landry,-0.74294,-0.036000000000000004,-0.70694
1323,2555175,James Bradberry,2550542,Kapri Bibbs,-0.742007,-0.318,-0.42400699999999997
1416,2560755,Josh Jackson,2550284,Trey Burton,-0.741466,0.07,-0.811466
1469,2560952,Jaire Alexander,2543498,Brandin Cooks,-0.739502,0.49200000000000005,-1.231502
1722,2558062,Gareon Conley,2543488,Jarvis Landry,-0.73656,-0.036000000000000004,-0.70056
2649,2558136,Fabian Moreau,2552600,Nelson Agholor,-0.735197,0.204,-0.939197
3734,2543501,Aaron Colvin,2556396,Chester Rogers,-0.734108,0.158,-0.892108
902,2539338,B.W. Webb,2555346,Will Fuller,-0.732118,0.797,-1.529118
2427,2555344,Artie Burns,2540258,Travis Kelce,-0.731901,0.52,-1.2519010000000002
4088,2555177,Mackensie Alexander,2543509,Allen Robinson,-0.730925,0.285,-1.015925
4130,2560741,Holton Hill,2558052,Kenny Golladay,-0.730342,0.47200000000000003,-1.202342
3197,2506345,Adam Jones,2556214,Tyreek Hill,-0.72971,0.479,-1.20871
1044,2556735,Ken Crawley,2560988,Antonio Callaway,-0.728749,-0.061,-0.6677489999999999
4357,2557927,Desmond King,2540258,Travis Kelce,-0.727398,0.52,-1.247398
1468,2552697,Jermaine Whitehead,2557889,Gerald Everett,-0.727242,0.21,-0.937242
1436,2560952,Jaire Alexander,2557863,Zay Jones,-0.725907,-0.109,-0.616907
4118,2540155,Xavier Rhodes,2552409,DeVante Parker,-0.725373,-0.040999999999999995,-0.684373
1454,2556480,Kentrell Brice,497326,Golden Tate,-0.725344,-0.009000000000000001,-0.716344
3346,2555280,Jalen Ramsey,2533039,Alshon Jeffery,-0.724079,0.507,-1.231079
3095,2552488,Marcus Peters,2555289,Nick Vannett,-0.723241,0.198,-0.921241
1588,2540288,Darius Slay,2543495,Davante Adams,-0.722435,0.389,-1.1114350000000002
1640,2561527,Mike Ford,2550617,Taylor Gabriel,-0.722099,0.26,-0.982099
3787,2495872,Johnathan Joseph,2532865,T.Y. Hilton,-0.722035,0.546,-1.268035
2635,2558136,Fabian Moreau,497328,Demaryius Thomas,-0.72182,0.371,-1.0928200000000001
699,4365,Brandon Carr,2540154,Keenan Allen,-0.720168,0.257,-0.977168
1237,2543855,Bene' Benwikere,497322,Emmanuel Sanders,-0.719776,0.221,-0.940776
1833,2533060,Dre Kirkpatrick,2532865,T.Y. Hilton,-0.719342,0.546,-1.265342
120,2556587,Cre'von LeBlanc,2540169,Robert Woods,-0.719242,0.447,-1.166242
3951,2555349,Kendall Fuller,2543498,Brandin Cooks,-0.719126,0.49200000000000005,-1.2111260000000001
3153,2540197,Nickell Robey-Coleman,2543646,Bruce Ellington,-0.717695,-0.036000000000000004,-0.6816949999999999
64,2552689,Ronald Darby,2543614,Donte Moncrief,-0.71096,0.05,-0.7609600000000001
1987,2555547,KeiVarae Russell,2557960,Ryan Switzer,-0.709249,0.17,-0.8792490000000001
622,2508107,Jimmy Smith,2556370,Michael Thomas,-0.708949,0.6,-1.3089490000000001
2782,2550613,Malcolm Butler,2543614,Donte Moncrief,-0.708234,0.05,-0.7582340000000001
2195,2560766,Taron Johnson,238498,Julian Edelman,-0.707931,0.13,-0.837931
2236,2560914,Levi Wallace,2540145,Cordarrelle Patterson,-0.707515,0.21100000000000002,-0.918515
522,2560725,Minkah Fitzpatrick,2557863,Zay Jones,-0.707038,-0.109,-0.5980380000000001
532,2559053,Torry McTyer,238498,Julian Edelman,-0.706695,0.13,-0.836695
200,2560916,Denzel Ward,1581,DeSean Jackson,-0.706497,0.207,-0.913497
4317,2559164,Michael Davis,1032,Jordy Nelson,-0.706387,0.17600000000000002,-0.882387
1960,2533060,Dre Kirkpatrick,2555468,Rashard Higgins,-0.703941,0.489,-1.192941
2740,2550613,Malcolm Butler,2560735,Michael Gallup,-0.70348,0.11599999999999999,-0.81948
2364,2539653,Robert Alford,71269,Michael Crabtree,-0.703314,-0.079,-0.624314
1851,2533060,Dre Kirkpatrick,2543847,John Brown,-0.703285,0.168,-0.8712850000000001
1912,2533060,Dre Kirkpatrick,2558105,Chris Godwin,-0.70263,0.28600000000000003,-0.98863
1152,2555277,Eli Apple,2558105,Chris Godwin,-0.702264,0.28600000000000003,-0.988264
1905,2533060,Dre Kirkpatrick,2543468,Mike Evans,-0.698707,0.39799999999999996,-1.0967069999999999
2283,2539334,Desmond Trufant,2555466,Tyler Boyd,-0.697311,0.579,-1.276311
253,2550164,T.J. Carrie,2495454,Julio Jones,-0.69723,0.402,-1.09923
1367,2560753,Donte Jackson,2508061,Antonio Brown,-0.696433,0.114,-0.810433
454,2555539,Xavien Howard,2540145,Cordarrelle Patterson,-0.695923,0.21100000000000002,-0.9069229999999999
3313,2541162,A.J. Bouye,2543457,Sammy Watkins,-0.694784,0.536,-1.2307839999999999
1204,2495807,Antoine Bethea,2550284,Trey Burton,-0.691482,0.07,-0.761482
923,2540143,Alec Ogletree,2560894,Ian Thomas,-0.691427,0.196,-0.887427
953,2543738,Kareem Martin,2540160,Jordan Reed,-0.6912,-0.14,-0.5512
577,2558067,Marlon Humphrey,2495450,A.J. Green,-0.69019,0.39299999999999996,-1.0831899999999999
669,2558067,Marlon Humphrey,2560961,Marcell Ateman,-0.689243,-0.156,-0.533243
596,4365,Brandon Carr,2560920,James Washington,-0.683926,0.003,-0.686926
819,89756,Jason McCourty,2495448,Randall Cobb,-0.682994,0.084,-0.766994
386,2558976,Kenny Moore II,2555317,Tajae Sharpe,-0.681581,0.146,-0.827581
422,2543811,Pierre Desir,2555333,Corey Coleman,-0.672667,0.7440000000000001,-1.4166670000000001
3713,2543681,Kyle Fuller,2541785,Adam Thielen,-0.671755,0.35100000000000003,-1.022755
1423,2495170,Davon House,2541785,Adam Thielen,-0.671645,0.35100000000000003,-1.022645
2949,2495507,Richard Sherman,2543457,Sammy Watkins,-0.668544,0.536,-1.204544
2206,2543851,Phillip Gaines,2550284,Trey Burton,-0.667415,0.07,-0.7374149999999999
376,2558976,Kenny Moore II,2557895,Dede Westbrook,-0.666723,0.183,-0.849723
1664,2540288,Darius Slay,2557863,Zay Jones,-0.66553,-0.109,-0.55653
1337,2555175,James Bradberry,2550256,Willie Snead,-0.665266,0.061,-0.7262660000000001
860,2533062,Stephon Gilmore,2508061,Antonio Brown,-0.66378,0.114,-0.77778
2626,2558136,Fabian Moreau,2533040,Mohamed Sanu,-0.663394,0.44,-1.103394
3057,2540197,Nickell Robey-Coleman,1032,Jordy Nelson,-0.662712,0.17600000000000002,-0.838712
785,71251,Patrick Chung,2540200,Dion Sims,-0.661622,-0.838,0.17637799999999992
193,2560916,Denzel Ward,2543847,John Brown,-0.660969,0.168,-0.8289690000000001
3762,496735,Kareem Jackson,497322,Emmanuel Sanders,-0.660239,0.221,-0.881239
4033,2560746,Mike Hughes,2495453,Andre Holmes,-0.659199,-0.013999999999999999,-0.645199
676,4365,Brandon Carr,2559924,Ito Smith,-0.656198,0.102,-0.7581979999999999
3041,2495507,Richard Sherman,2558985,Tim Patrick,-0.655649,0.247,-0.902649
3797,496735,Kareem Jackson,497326,Golden Tate,-0.654675,-0.009000000000000001,-0.645675
3957,2552265,Steven Nelson,2543498,Brandin Cooks,-0.653461,0.49200000000000005,-1.145461
665,2558248,Chuck Clark,71265,Jared Cook,-0.653018,0.22699999999999998,-0.880018
3945,2307,Orlando Scandrick,2558194,Josh Reynolds,-0.652901,0.133,-0.785901
2601,2553796,Quinton Dunbar,2552458,Devin Funchess,-0.652123,0.001,-0.653123
1218,2558009,Budda Baker,2560761,Richie James,-0.649431,-0.381,-0.268431
2160,2560766,Taron Johnson,497236,Jimmy Graham,-0.648692,0.18600000000000003,-0.8346920000000001
118,2556587,Cre'von LeBlanc,2540169,Robert Woods,-0.648497,0.447,-1.095497
1411,2556480,Kentrell Brice,2558250,Tarik Cohen,-0.64693,0.335,-0.98193
2068,2495343,Buster Skrine,2649,Danny Amendola,-0.646541,-0.028999999999999998,-0.617541
2122,2495343,Buster Skrine,2543495,Davante Adams,-0.646428,0.389,-1.035428
3646,2543681,Kyle Fuller,2558052,Kenny Golladay,-0.645578,0.47200000000000003,-1.117578
846,2533062,Stephon Gilmore,2541388,Brice Butler,-0.644701,-0.061,-0.583701
398,2557961,Quincy Wilson,2552425,Rashad Greene,-0.643285,-0.12,-0.523285
878,2533062,Stephon Gilmore,2556462,Robby Anderson,-0.642796,0.013999999999999999,-0.656796
1039,2508084,Patrick Robinson,2553895,Adam Humphries,-0.640931,0.276,-0.916931
1326,2552447,Shaq Thompson,2552600,Nelson Agholor,-0.64054,0.204,-0.84454
2718,494277,Kendrick Lewis,2560747,Hayden Hurst,-0.640287,0.057999999999999996,-0.6982870000000001
258,2550164,T.J. Carrie,2555466,Tyler Boyd,-0.63928,0.579,-1.21828
4339,2532861,Casey Hayward,2508061,Antonio Brown,-0.635194,0.114,-0.749194
3132,2556593,Cory Littleton,2553439,Mike Davis,-0.633622,-0.221,-0.41262200000000004
4032,2560746,Mike Hughes,2495453,Andre Holmes,-0.632888,-0.013999999999999999,-0.618888
3362,2539237,D.J. Hayden,2557960,Ryan Switzer,-0.632465,0.17,-0.8024650000000001
1782,2557972,Marquel Lee,2560862,Jaylen Samuels,-0.632325,0.43200000000000005,-1.0643250000000002
102,2557958,Sidney Jones,2560735,Michael Gallup,-0.632261,0.11599999999999999,-0.748261
1279,2539293,Gerald Hodges,2558052,Kenny Golladay,-0.631427,0.47200000000000003,-1.103427
1402,80668,Captain Munnerlyn,2560854,Calvin Ridley,-0.631342,0.483,-1.114342
1381,2552447,Shaq Thompson,2530747,Doug Baldwin,-0.631324,0.40700000000000003,-1.038324
4368,2559164,Michael Davis,2543847,John Brown,-0.630655,0.168,-0.798655
1941,2556367,William Jackson,2540154,Keenan Allen,-0.627045,0.257,-0.884045
1208,2558009,Budda Baker,2558250,Tarik Cohen,-0.626369,0.335,-0.9613689999999999
3544,2557840,Chidobe Awuzie,2543468,Mike Evans,-0.625109,0.39799999999999996,-1.023109
1853,2533060,Dre Kirkpatrick,71269,Michael Crabtree,-0.621784,-0.079,-0.542784
1051,2555530,Vonn Bell,2555415,Austin Hooper,-0.618895,0.23399999999999999,-0.852895
1495,2560755,Josh Jackson,2556190,Jakeem Grant,-0.617293,0.063,-0.680293
4120,2540155,Xavier Rhodes,2558052,Kenny Golladay,-0.616035,0.47200000000000003,-1.088035
511,2552434,Bobby McCain,2530700,Dontrelle Inman,-0.615474,0.462,-1.077474
243,2558289,Tanner Vallejo,2555415,Austin Hooper,-0.61407,0.23399999999999999,-0.84807
1176,2555277,Eli Apple,2560920,James Washington,-0.613546,0.003,-0.616546
2447,2532946,Coty Sensabaugh,2553895,Adam Humphries,-0.613361,0.276,-0.8893610000000001
2747,2558065,Adoree' Jackson,2537931,Josh Gordon,-0.612749,0.544,-1.156749
2392,2539334,Desmond Trufant,2560813,D.J. Moore,-0.612011,0.045,-0.657011
3550,2552568,Byron Jones,2543468,Mike Evans,-0.611919,0.39799999999999996,-1.009919
177,2550164,T.J. Carrie,2543572,Martavis Bryant,-0.611557,-0.146,-0.465557
