,db nflId,db name,rc nflId,rc name,play epa,expected epa,epa delta
3872,2558183,John Johnson,2506106,Larry Fitzgerald,-1.433852,0.023,-1.4568519999999998
663,2495775,Eric Weddle,2540148,Tyler Eifert,-1.433025,0.555,-1.988025
93,2543608,Dexter McDougle,2552471,T.J. Yeldon,-1.432265,-0.171,-1.2612649999999999
2560,2533059,Morris Claiborne,2560810,Anthony Miller,-1.432116,0.299,-1.7311159999999999
1905,2556537,Reggie Gilbert,2558250,Tarik Cohen,-1.431374,0.335,-1.7663739999999999
1169,2535687,Michael Thomas,2557848,Corey Davis,-1.42697,0.214,-1.64097
1533,2539293,Gerald Hodges,2558052,Kenny Golladay,-1.424923,0.47200000000000003,-1.896923
1361,2555530,Vonn Bell,2557997,Christian McCaffrey,-1.420173,0.223,-1.643173
1649,2555175,James Bradberry,2533039,Alshon Jeffery,-1.419803,0.507,-1.926803
3940,2552488,Marcus Peters,2543495,Davante Adams,-1.418851,0.389,-1.807851
3088,2556559,Mike Hilton,2543488,Jarvis Landry,-1.413994,-0.036000000000000004,-1.377994
2039,2552262,Quandre Diggs,2552458,Devin Funchess,-1.405664,0.001,-1.406664
288,2555166,Joe Schobert,2552559,C.J. Uzomah,-1.40518,0.141,-1.54618
5442,2556828,Trevor Williams,2550597,Seth Roberts,-1.399959,0.28800000000000003,-1.687959
912,89756,Jason McCourty,2557863,Zay Jones,-1.399251,-0.109,-1.290251
4735,2560851,Justin Reid,497240,Rob Gronkowski,-1.397319,0.39899999999999997,-1.796319
3226,2495281,Mason Foster,2495187,Lance Kendricks,-1.397241,0.223,-1.620241
937,71251,Patrick Chung,2495469,Dion Lewis,-1.3969,-0.152,-1.2449000000000001
5382,2558259,Shaquill Griffin,2556214,Tyreek Hill,-1.395304,0.479,-1.874304
2828,2543850,Ricardo Allen,2532978,Jarius Wright,-1.393635,0.043,-1.4366349999999999
3524,2555158,Kevin Byard,2555295,Sterling Shepard,-1.390163,0.289,-1.679163
4633,2558176,Eddie Jackson,2541785,Adam Thielen,-1.383254,0.35100000000000003,-1.734254
2161,2495153,Marcus Gilchrist,2560988,Antonio Callaway,-1.381425,-0.061,-1.320425
2359,2556367,William Jackson,2543457,Sammy Watkins,-1.37968,0.536,-1.91568
4814,2495872,Johnathan Joseph,2561018,D.J. Chark,-1.3784,-0.498,-0.8804000000000001
4557,2543681,Kyle Fuller,2553895,Adam Humphries,-1.370475,0.276,-1.6464750000000001
1252,2552484,P.J. Williams,2541944,Russell Shepard,-1.364325,0.14300000000000002,-1.507325
5040,2307,Orlando Scandrick,2506106,Larry Fitzgerald,-1.362693,0.023,-1.3856929999999998
1938,2543571,Bashaud Breeland,2543836,T.J. Jones,-1.362463,0.10400000000000001,-1.466463
3496,2560718,Rashaan Evans,2560738,Chris Herndon,-1.359811,0.16,-1.519811
506,2555539,Xavien Howard,2531332,Terrelle Pryor,-1.359544,0.0,-1.359544
1875,2555340,Kyler Fackrell,2506106,Larry Fitzgerald,-1.357373,0.023,-1.3803729999999999
4624,2558176,Eddie Jackson,2558052,Kenny Golladay,-1.355279,0.47200000000000003,-1.8272789999999999
2135,306,Dominique Rodgers-Cromartie,2540169,Robert Woods,-1.353815,0.447,-1.800815
1223,2539982,A.J. Klein,2557986,David Njoku,-1.353184,0.002,-1.355184
2077,2540288,Darius Slay,2552656,J.J. Nelson,-1.352387,-0.353,-0.999387
4746,2543501,Aaron Colvin,2532903,Rishard Matthews,-1.35219,-0.461,-0.8911899999999999
2547,2560822,Parry Nickerson,2552608,Stefon Diggs,-1.351368,-0.02,-1.3313679999999999
5167,2552312,Eric Kendricks,2495328,Bilal Powell,-1.346014,-0.69,-0.6560140000000001
1029,2532875,Janoris Jenkins,2535698,Cole Beasley,-1.344754,0.435,-1.779754
2692,2557969,Matt Milano,2541785,Adam Thielen,-1.338976,0.35100000000000003,-1.689976
2139,2495617,Leon Hall,2557859,Jake Butt,-1.338952,-1.385,0.04604800000000009
5180,2560741,Holton Hill,2556462,Robby Anderson,-1.335142,0.013999999999999999,-1.349142
891,89756,Jason McCourty,2556214,Tyreek Hill,-1.33435,0.479,-1.8133499999999998
3427,2558065,Adoree' Jackson,2550256,Willie Snead,-1.331268,0.061,-1.3922679999999998
4596,2532961,Danny Trevathan,2561137,Trenton Cannon,-1.327089,-0.376,-0.951089
133,2557958,Sidney Jones,2560735,Michael Gallup,-1.324459,0.11599999999999999,-1.4404590000000002
5532,2541958,Jahleel Addae,2558010,John Ross,-1.323769,-0.3,-1.023769
4884,2560851,Justin Reid,2543488,Jarvis Landry,-1.320997,-0.036000000000000004,-1.284997
1793,2560952,Jaire Alexander,2540160,Jordan Reed,-1.320139,-0.14,-1.180139
4121,2506345,Adam Jones,2540165,DeAndre Hopkins,-1.316681,0.429,-1.745681
4258,2555280,Jalen Ramsey,2556462,Robby Anderson,-1.315683,0.013999999999999999,-1.329683
990,494287,Devin McCourty,2558149,JuJu Smith-Schuster,-1.313761,0.332,-1.645761
4620,2560750,Joel Iyiegbuniwe,2552647,Marcus Murphy,-1.309346,-0.737,-0.5723459999999999
4257,2532848,Tashaun Gipson,2557885,Jordan Leggett,-1.308391,0.068,-1.3763910000000001
5171,2540155,Xavier Rhodes,2556462,Robby Anderson,-1.307423,0.013999999999999999,-1.321423
421,2552386,Clayton Geathers,2552478,Blake Bell,-1.306265,0.044000000000000004,-1.350265
3682,2556934,Javien Elliott,2560813,D.J. Moore,-1.303762,0.045,-1.348762
1498,2543855,Bene' Benwikere,2550597,Seth Roberts,-1.299179,0.28800000000000003,-1.5871790000000001
5170,2532948,Harrison Smith,2556462,Robby Anderson,-1.291877,0.013999999999999999,-1.305877
1537,2558009,Budda Baker,2543836,T.J. Jones,-1.290592,0.10400000000000001,-1.394592
1368,2555530,Vonn Bell,2508061,Antonio Brown,-1.290392,0.114,-1.404392
1257,2552484,P.J. Williams,2552415,Jamison Crowder,-1.289175,0.1,-1.389175
3612,2557945,Justin Evans,2552597,Breshad Perriman,-1.285075,0.624,-1.909075
3387,2550613,Malcolm Butler,2540165,DeAndre Hopkins,-1.28392,0.429,-1.71292
487,2560725,Minkah Fitzpatrick,2557848,Corey Davis,-1.283626,0.214,-1.497626
58,79848,Malcolm Jenkins,2557848,Corey Davis,-1.282393,0.214,-1.4963929999999999
4478,2557920,Jourdan Lewis,2558019,Alvin Kamara,-1.270722,0.203,-1.473722
853,89756,Jason McCourty,2540202,Kenny Stills,-1.267529,0.384,-1.651529
3459,2555158,Kevin Byard,2543773,James White,-1.25231,0.096,-1.3483100000000001
4570,2558176,Eddie Jackson,2649,Danny Amendola,-1.251606,-0.028999999999999998,-1.222606
5065,2552265,Steven Nelson,2560961,Marcell Ateman,-1.248783,-0.156,-1.092783
2798,2539240,Micah Hyde,238498,Julian Edelman,-1.248629,0.13,-1.378629
1686,2506352,Thomas Davis,2558052,Kenny Golladay,-1.244512,0.47200000000000003,-1.716512
4376,2541832,Jeff Heath,2557858,Evan Engram,-1.243343,0.22,-1.463343
669,4365,Brandon Carr,497328,Demaryius Thomas,-1.242624,0.371,-1.613624
1434,2495504,Patrick Peterson,2530747,Doug Baldwin,-1.242569,0.40700000000000003,-1.649569
3185,496727,Morgan Burnett,2506122,Benjamin Watson,-1.2415,0.41200000000000003,-1.6535000000000002
972,89756,Jason McCourty,2541785,Adam Thielen,-1.236899,0.35100000000000003,-1.587899
1204,2535687,Michael Thomas,2559193,Blake Jarwin,-1.232699,0.34299999999999997,-1.575699
5473,2550842,Adrian Phillips,2557848,Corey Davis,-1.227707,0.214,-1.441707
3311,2553796,Quinton Dunbar,2560735,Michael Gallup,-1.227019,0.11599999999999999,-1.343019
5161,2532869,George Iloka,2553435,David Johnson,-1.226319,-0.223,-1.0033189999999998
391,2556429,Matthias Farley,238498,Julian Edelman,-1.226225,0.13,-1.3562249999999998
36,2555383,Jalen Mills,2543759,Ryan Grant,-1.22588,0.087,-1.31288
1073,2539338,B.W. Webb,2540158,Zach Ertz,-1.216536,0.207,-1.4235360000000001
4079,2543505,Bradley Roby,2532887,Jermaine Kearse,-1.215898,-0.17800000000000002,-1.037898
2608,2532877,Trumaine Johnson,2557870,Taywan Taylor,-1.213395,0.019,-1.232395
5268,2508080,Earl Thomas,2555224,Ezekiel Elliott,-1.212487,-0.055,-1.1574870000000002
731,2558067,Marlon Humphrey,2555466,Tyler Boyd,-1.210231,0.579,-1.789231
1888,2543571,Bashaud Breeland,2557034,Marvin Hall,-1.207504,-0.048,-1.1595039999999999
2423,2560839,Darius Phillips,2559169,Austin Ekeler,-1.202904,0.109,-1.311904
1797,2506789,Tramon Williams,2543471,Kelvin Benjamin,-1.202561,-0.493,-0.709561
1276,2552484,P.J. Williams,2550256,Willie Snead,-1.198789,0.061,-1.259789
233,2560916,Denzel Ward,2553913,Tyrell Williams,-1.197421,0.486,-1.683421
2816,2543850,Ricardo Allen,2506467,Darren Sproles,-1.192208,0.5579999999999999,-1.7502079999999998
1087,2552454,Landon Collins,2560854,Calvin Ridley,-1.191767,0.483,-1.6747670000000001
232,2550164,T.J. Carrie,2553913,Tyrell Williams,-1.191057,0.486,-1.677057
4140,2556278,Will Parks,2540215,Vance McDonald,-1.187803,0.258,-1.445803
960,2541243,Duron Harmon,2541785,Adam Thielen,-1.183529,0.35100000000000003,-1.534529
4712,2552385,Adrian Amos,2560938,Jeff Wilson,-1.181261,-0.51,-0.6712609999999999
2968,2556443,Sharrod Neasman,2557997,Christian McCaffrey,-1.180078,0.223,-1.403078
4960,2555349,Kendall Fuller,2558202,Trent Taylor,-1.171513,-0.109,-1.062513
2244,2558062,Gareon Conley,2552652,Chris Conley,-1.169265,0.077,-1.246265
3691,2532828,Lavonte David,2560747,Hayden Hurst,-1.165376,0.057999999999999996,-1.223376
5374,2558259,Shaquill Griffin,2541785,Adam Thielen,-1.164509,0.35100000000000003,-1.515509
2465,2557979,Jamal Adams,2558052,Kenny Golladay,-1.164469,0.47200000000000003,-1.636469
568,2539935,Kiko Alonso,2560738,Chris Herndon,-1.162738,0.16,-1.322738
3038,2555386,Sean Davis,71269,Michael Crabtree,-1.15914,-0.079,-1.08014
5338,2558925,Austin Calitro,2558116,Aaron Jones,-1.155398,0.081,-1.2363979999999999
1027,2553822,Curtis Riley,2555224,Ezekiel Elliott,-1.14269,-0.055,-1.08769
5246,2560741,Holton Hill,2558052,Kenny Golladay,-1.134183,0.47200000000000003,-1.606183
4680,494289,Sherrick McManis,2558194,Josh Reynolds,-1.13179,0.133,-1.26479
3849,2558971,Greg Mabin,2558144,Adam Shaheen,-1.131727,0.568,-1.6997269999999998
479,2552434,Bobby McCain,2557870,Taywan Taylor,-1.130311,0.019,-1.149311
2937,2539653,Robert Alford,2543847,John Brown,-1.127845,0.168,-1.295845
1921,2558119,Josh Jones,2557934,Elijah McGuire,-1.126026,-0.149,-0.977026
2097,2561527,Mike Ford,2560729,Robert Foster,-1.121149,0.747,-1.8681489999999998
3082,2556559,Mike Hilton,2552461,Duke Johnson,-1.118112,0.239,-1.3571119999999999
2207,2555568,Erik Harris,2540154,Keenan Allen,-1.11754,0.257,-1.37454
2508,2540219,J.J. Wilcox,2558985,Tim Patrick,-1.115127,0.247,-1.362127
2751,2557867,Tre'Davious White,2535964,Josh Bellamy,-1.113805,-0.42100000000000004,-0.6928049999999999
5535,2556148,Jatavis Brown,2555466,Tyler Boyd,-1.112455,0.579,-1.691455
4158,2556278,Will Parks,2495450,A.J. Green,-1.110958,0.39299999999999996,-1.503958
1202,2550365,Kenny Ladler,2552487,Amari Cooper,-1.107816,0.27899999999999997,-1.3868159999999998
4632,2532961,Danny Trevathan,2557991,Dalvin Cook,-1.106089,0.040999999999999995,-1.147089
1578,80668,Captain Munnerlyn,2555224,Ezekiel Elliott,-1.09844,-0.055,-1.0434400000000001
4595,2558176,Eddie Jackson,2532887,Jermaine Kearse,-1.097707,-0.17800000000000002,-0.9197069999999999
4839,2540180,Tyrann Mathieu,2552409,DeVante Parker,-1.09735,-0.040999999999999995,-1.0563500000000001
1908,2560982,Tony Brown,2543509,Allen Robinson,-1.090124,0.285,-1.375124
756,2558067,Marlon Humphrey,2560854,Calvin Ridley,-1.085575,0.483,-1.568575
4785,2495872,Johnathan Joseph,2556855,Marcus Johnson,-1.083392,1.101,-2.184392
1818,2557996,Kevin King,2558914,Kendrick Bourne,-1.083023,0.16699999999999998,-1.250023
1437,2495807,Antoine Bethea,2530747,Doug Baldwin,-1.081607,0.40700000000000003,-1.488607
3835,2560917,Fred Warner,2558985,Tim Patrick,-1.069355,0.247,-1.3163550000000002
2711,2507817,Rafael Bush,2543495,Davante Adams,-1.067399,0.389,-1.456399
4757,2495872,Johnathan Joseph,2543496,Odell Beckham Jr.,-1.061228,0.305,-1.366228
510,2539935,Kiko Alonso,2495328,Bilal Powell,-1.054854,-0.69,-0.364854
3147,2556559,Mike Hilton,1032,Jordy Nelson,-1.054126,0.17600000000000002,-1.2301259999999998
884,2533062,Stephon Gilmore,2540258,Travis Kelce,-1.053213,0.52,-1.573213
4454,2555531,Anthony Brown,2533040,Mohamed Sanu,-1.052468,0.44,-1.492468
3076,2532946,Coty Sensabaugh,2556519,Alex Erickson,-1.049181,-0.33899999999999997,-0.710181
4065,2530510,Chris Harris,2552652,Chris Conley,-1.048831,0.077,-1.125831
341,2556429,Matthias Farley,2555466,Tyler Boyd,-1.048088,0.579,-1.6270879999999999
3979,2540197,Nickell Robey-Coleman,2543646,Bruce Ellington,-1.046935,-0.036000000000000004,-1.010935
3026,2560712,Terrell Edmunds,2550656,Cameron Brate,-1.046526,0.025,-1.071526
5319,2560728,Tre Flowers,2553913,Tyrell Williams,-1.046493,0.486,-1.5324929999999999
2422,2560970,Jessie Bates,2553913,Tyrell Williams,-1.041849,0.486,-1.527849
1161,2532875,Janoris Jenkins,2532841,Michael Floyd,-1.039081,-0.225,-0.8140809999999999
1007,2533062,Stephon Gilmore,2556462,Robby Anderson,-1.038895,0.013999999999999999,-1.052895
4190,2555550,Justin Simmons,2543488,Jarvis Landry,-1.038691,-0.036000000000000004,-1.002691
930,89756,Jason McCourty,2495448,Randall Cobb,-1.036666,0.084,-1.1206660000000002
174,2558168,Rasul Douglas,2552415,Jamison Crowder,-1.034705,0.1,-1.134705
3613,2557945,Justin Evans,2543488,Jarvis Landry,-1.033106,-0.036000000000000004,-0.997106
3441,2558065,Adoree' Jackson,2553913,Tyrell Williams,-1.032456,0.486,-1.518456
4985,2530794,Ron Parker,2553318,James O'Shaughnessy,-1.032187,-0.285,-0.747187
999,2541243,Duron Harmon,2558129,Isaiah McKenzie,-1.031845,-0.172,-0.859845
4638,2495108,Prince Amukamara,2552608,Stefon Diggs,-1.031692,-0.02,-1.011692
4210,494307,Darian Stewart,2495347,Lee Smith,-1.030899,0.34700000000000003,-1.377899
3411,2550613,Malcolm Butler,2557863,Zay Jones,-1.030073,-0.109,-0.921073
2030,2543872,Nevin Lawson,2543509,Allen Robinson,-1.028153,0.285,-1.313153
3495,2550613,Malcolm Butler,2543828,Quincy Enunwa,-1.027408,-0.051,-0.976408
4277,2543711,Telvin Smith,2535698,Cole Beasley,-1.026203,0.435,-1.461203
1737,80668,Captain Munnerlyn,2560854,Calvin Ridley,-1.023953,0.483,-1.5069529999999998
4466,2541832,Jeff Heath,2560847,Trey Quinn,-1.023948,-0.08,-0.9439480000000001
1968,2543872,Nevin Lawson,2552424,Phillip Dorsett,-1.023135,0.16399999999999998,-1.1871349999999998
2143,2507167,Reggie Nelson,2560888,Courtland Sutton,-1.016933,0.162,-1.178933
5118,2525323,Andrew Sendejo,2495448,Randall Cobb,-1.01664,0.084,-1.10064
5119,2552448,Trae Waynes,497236,Jimmy Graham,-1.013315,0.18600000000000003,-1.199315
4351,2539237,D.J. Hayden,2649,Danny Amendola,-1.012215,-0.028999999999999998,-0.9832150000000001
4084,2530510,Chris Harris,2540169,Robert Woods,-1.007171,0.447,-1.454171
2046,2552262,Quandre Diggs,2558250,Tarik Cohen,-1.006386,0.335,-1.341386
5419,2557927,Desmond King,2552475,Todd Gurley,-1.006111,0.047,-1.053111
1015,2555277,Eli Apple,2543614,Donte Moncrief,-1.005768,0.05,-1.055768
2105,2540288,Darius Slay,2552608,Stefon Diggs,-1.005665,-0.02,-0.985665
2219,2555568,Erik Harris,2553913,Tyrell Williams,-1.003826,0.486,-1.489826
1497,2543830,Tre Boston,2550597,Seth Roberts,-1.003188,0.28800000000000003,-1.291188
5204,2555177,Mackensie Alexander,2560810,Anthony Miller,-1.00275,0.299,-1.30175
954,494287,Devin McCourty,2532887,Jermaine Kearse,-0.998331,-0.17800000000000002,-0.8203309999999999
348,2558976,Kenny Moore II,2555466,Tyler Boyd,-0.997284,0.579,-1.5762839999999998
4252,2543711,Telvin Smith,2495328,Bilal Powell,-0.995624,-0.69,-0.305624
4743,2495872,Johnathan Joseph,2530515,Chris Hogan,-0.993889,0.40700000000000003,-1.400889
5213,2532948,Harrison Smith,2558250,Tarik Cohen,-0.991144,0.335,-1.326144
1650,2540152,Eric Reid,2540158,Zach Ertz,-0.988493,0.207,-1.195493
1260,2552484,P.J. Williams,2552415,Jamison Crowder,-0.986858,0.1,-1.086858
2932,2556443,Sharrod Neasman,2552429,Ty Montgomery,-0.985104,-0.18,-0.805104
1024,2540143,Alec Ogletree,2555224,Ezekiel Elliott,-0.984914,-0.055,-0.9299139999999999
812,2540164,Tony Jefferson,2557986,David Njoku,-0.983242,0.002,-0.985242
1660,80668,Captain Munnerlyn,2533039,Alshon Jeffery,-0.98255,0.507,-1.48955
2888,2558184,Damontae Kazee,2555295,Sterling Shepard,-0.981938,0.289,-1.270938
4437,2558159,Xavier Woods,497326,Golden Tate,-0.979197,-0.009000000000000001,-0.970197
5233,2560741,Holton Hill,2558856,David Moore,-0.979051,0.254,-1.2330510000000001
3055,2555344,Artie Burns,2557034,Marvin Hall,-0.976715,-0.048,-0.928715
181,2555540,Derrick Kindred,2540151,Justin Hunter,-0.976188,-0.345,-0.631188
2026,2534830,Tavon Wilson,2558250,Tarik Cohen,-0.973689,0.335,-1.308689
2722,2560766,Taron Johnson,2540279,Nick Williams,-0.971203,-0.39,-0.581203
4999,2530794,Ron Parker,2543773,James White,-0.97005,0.096,-1.06605
3415,2540162,Logan Ryan,2557863,Zay Jones,-0.967831,-0.109,-0.858831
274,2557980,Jabrill Peppers,2555478,Demarcus Robinson,-0.967725,0.33799999999999997,-1.3057249999999998
407,238227,Mike Mitchell,2557863,Zay Jones,-0.966584,-0.109,-0.857584
4707,2555155,Deon Bush,2558266,George Kittle,-0.965283,0.44,-1.405283
5137,2555177,Mackensie Alexander,2552475,Todd Gurley,-0.964023,0.047,-1.011023
5479,2557927,Desmond King,2552430,Tyler Lockett,-0.963822,1.097,-2.060822
374,2552386,Clayton Geathers,2543500,Jordan Matthews,-0.963595,0.46799999999999997,-1.431595
2353,2560839,Darius Phillips,2558149,JuJu Smith-Schuster,-0.963399,0.332,-1.295399
3798,2543680,Antone Exum,2543496,Odell Beckham Jr.,-0.961154,0.305,-1.266154
156,2560795,Avonte Maddox,497328,Demaryius Thomas,-0.960405,0.371,-1.331405
1463,2539932,Jamar Taylor,2541785,Adam Thielen,-0.958373,0.35100000000000003,-1.3093730000000001
1700,80668,Captain Munnerlyn,2530747,Doug Baldwin,-0.958107,0.40700000000000003,-1.365107
1370,2555277,Eli Apple,2558149,JuJu Smith-Schuster,-0.957167,0.332,-1.289167
4987,2555542,Jordan Lucas,2559153,Keelan Cole,-0.956188,-0.053,-0.903188
821,494287,Devin McCourty,2541316,Ryan Griffin,-0.953529,-0.006,-0.947529
185,2560916,Denzel Ward,2556370,Michael Thomas,-0.952301,0.6,-1.552301
3436,2558065,Adoree' Jackson,2553913,Tyrell Williams,-0.951696,0.486,-1.4376959999999999
4520,2541832,Jeff Heath,2550198,Bennie Fowler,-0.951518,0.266,-1.217518
3490,2539320,Kenny Vaccaro,2557934,Elijah McGuire,-0.949693,-0.149,-0.800693
3908,2556277,Marqui Christian,2552399,Jeff Heuerman,-0.948358,-0.294,-0.654358
3934,2556374,Blake Countess,2558914,Kendrick Bourne,-0.948,0.16699999999999998,-1.115
2613,2533059,Morris Claiborne,2557863,Zay Jones,-0.947511,-0.109,-0.838511
3686,2556456,Andrew Adams,2556370,Michael Thomas,-0.946574,0.6,-1.5465740000000001
5512,2560760,Derwin James,2559248,Ricky Seals-Jones,-0.945118,-0.486,-0.459118
5405,2560728,Tre Flowers,2561272,Trent Sherfield,-0.944168,0.038,-0.982168
1405,2543769,Deone Bucannon,2540160,Jordan Reed,-0.941939,-0.14,-0.801939
4287,2561340,Tre Herndon,2552600,Nelson Agholor,-0.940873,0.204,-1.144873
260,2560916,Denzel Ward,2508061,Antonio Brown,-0.940432,0.114,-1.054432
1829,2552697,Jermaine Whitehead,2543773,James White,-0.94032,0.096,-1.0363200000000001
878,494287,Devin McCourty,2558877,Zach Pascal,-0.938179,-0.07,-0.868179
5234,2560741,Holton Hill,2558856,David Moore,-0.937402,0.254,-1.191402
5126,2540155,Xavier Rhodes,2543471,Kelvin Benjamin,-0.937225,-0.493,-0.444225
5073,2530794,Ron Parker,2543847,John Brown,-0.936092,0.168,-1.104092
2529,2557979,Jamal Adams,2543466,Eric Ebron,-0.932129,0.29,-1.222129
1717,2540152,Eric Reid,2553895,Adam Humphries,-0.931687,0.276,-1.207687
167,79848,Malcolm Jenkins,2532841,Michael Floyd,-0.93167,-0.225,-0.70667
1137,2561001,Grant Haley,497326,Golden Tate,-0.931571,-0.009000000000000001,-0.922571
1866,2555340,Kyler Fackrell,2552374,Ameer Abdullah,-0.931509,0.11599999999999999,-1.047509
645,2540164,Tony Jefferson,2557863,Zay Jones,-0.931498,-0.109,-0.8224980000000001
3880,1302,Aqib Talib,2553913,Tyrell Williams,-0.931036,0.486,-1.417036
563,2539309,T.J. McDonald,2540165,DeAndre Hopkins,-0.930735,0.429,-1.359735
4026,1302,Aqib Talib,2558914,Kendrick Bourne,-0.930667,0.16699999999999998,-1.097667
4898,2540180,Tyrann Mathieu,2532887,Jermaine Kearse,-0.93066,-0.17800000000000002,-0.75266
2001,71441,Glover Quin,2552403,Nick O'Leary,-0.930442,0.7859999999999999,-1.7164419999999998
4229,494259,Barry Church,2557858,Evan Engram,-0.930377,0.22,-1.150377
3100,2555386,Sean Davis,2550256,Willie Snead,-0.93016,0.061,-0.99116
2471,2532877,Trumaine Johnson,497326,Golden Tate,-0.93005,-0.009000000000000001,-0.92105
2664,2557969,Matt Milano,71269,Michael Crabtree,-0.929627,-0.079,-0.850627
5490,2557927,Desmond King,2534241,Derek Carrier,-0.929406,-0.067,-0.862406
1177,2539338,B.W. Webb,2543759,Ryan Grant,-0.929332,0.087,-1.016332
4268,2532848,Tashaun Gipson,2550353,Allen Hurns,-0.929284,0.23600000000000002,-1.165284
3553,2555552,Ryan Smith,2556370,Michael Thomas,-0.929154,0.6,-1.5291540000000001
4200,494307,Darian Stewart,71265,Jared Cook,-0.928909,0.22699999999999998,-1.1559089999999999
727,2555378,Tavon Young,2555466,Tyler Boyd,-0.928858,0.579,-1.507858
3850,2561006,Marcell Harris,2558194,Josh Reynolds,-0.928703,0.133,-1.061703
384,2556429,Matthias Farley,2543600,Alfred Blue,-0.928579,-0.37200000000000005,-0.5565789999999999
3825,2561006,Marcell Harris,2561002,DaeSean Hamilton,-0.928323,0.064,-0.9923230000000001
2113,2561527,Mike Ford,2495331,Aldrick Robinson,-0.928083,0.239,-1.1670829999999999
3743,2558157,Ahkello Witherspoon,2553913,Tyrell Williams,-0.927993,0.486,-1.413993
2127,2507167,Reggie Nelson,2540169,Robert Woods,-0.927923,0.447,-1.3749230000000001
4225,2543711,Telvin Smith,2557858,Evan Engram,-0.927912,0.22,-1.147912
3897,2556593,Cory Littleton,2552608,Stefon Diggs,-0.927823,-0.02,-0.9078229999999999
1913,2556537,Reggie Gilbert,2550284,Trey Burton,-0.927816,0.07,-0.997816
2912,2556445,Brian Poole,2543488,Jarvis Landry,-0.927812,-0.036000000000000004,-0.8918119999999999
1346,2539982,A.J. Klein,2550656,Cameron Brate,-0.927614,0.025,-0.9526140000000001
2610,2543597,Avery Williamson,2495139,Charles Clay,-0.92761,-0.498,-0.42961000000000005
4346,2555329,Myles Jack,2495826,Vernon Davis,-0.927314,0.39399999999999996,-1.3213139999999999
3935,2558830,Samson Ebukam,2558204,Jamaal Williams,-0.927295,-0.14400000000000002,-0.783295
3916,2553536,Troy Hill,497328,Demaryius Thomas,-0.927276,0.371,-1.298276
264,2552389,Damarious Randall,2508061,Antonio Brown,-0.927274,0.114,-1.041274
1843,2558119,Josh Jones,2506404,Frank Gore,-0.92704,0.31,-1.23704
1133,2539338,B.W. Webb,2560995,Dallas Goedert,-0.926954,0.165,-1.0919539999999999
3942,2553536,Troy Hill,497236,Jimmy Graham,-0.926822,0.18600000000000003,-1.112822
5445,2550842,Adrian Phillips,2532899,Doug Martin,-0.926793,0.023,-0.949793
4117,2560763,Josey Jewell,2560951,Jordan Akins,-0.926724,0.33299999999999996,-1.2597239999999998
4276,2555329,Myles Jack,2535698,Cole Beasley,-0.926703,0.435,-1.361703
1784,2506789,Tramon Williams,2555343,Josh Doctson,-0.92663,-0.07,-0.85663
642,2505660,Terrell Suggs,79607,LeSean McCoy,-0.926589,-0.17600000000000002,-0.750589
4799,2540180,Tyrann Mathieu,2495139,Charles Clay,-0.926527,-0.498,-0.428527
110,2560887,Chandon Sullivan,2555295,Sterling Shepard,-0.926415,0.289,-1.215415
2598,2532877,Trumaine Johnson,2557848,Corey Davis,-0.926328,0.214,-1.140328
1565,2543830,Tre Boston,2530747,Doug Baldwin,-0.926253,0.40700000000000003,-1.333253
1156,2553822,Curtis Riley,2552415,Jamison Crowder,-0.926238,0.1,-1.026238
1961,2543872,Nevin Lawson,2552424,Phillip Dorsett,-0.926074,0.16399999999999998,-1.090074
626,2558070,Raekwon McMillan,2561027,Tyler Conklin,-0.925967,0.57,-1.4959669999999998
31,2552689,Ronald Darby,2558105,Chris Godwin,-0.925951,0.28600000000000003,-1.211951
3607,2555552,Ryan Smith,2495454,Julio Jones,-0.925833,0.402,-1.327833
5403,2558077,Lano Hill,2558208,Chad Williams,-0.925737,-0.38,-0.545737
3984,2553536,Troy Hill,2558052,Kenny Golladay,-0.925606,0.47200000000000003,-1.3976060000000001
226,2560916,Denzel Ward,71269,Michael Crabtree,-0.925524,-0.079,-0.846524
5415,2552310,Denzel Perryman,2557898,Cooper Kupp,-0.925515,0.599,-1.524515
4111,2532898,Brandon Marshall,2540258,Travis Kelce,-0.925392,0.52,-1.445392
2617,2553353,Darryl Roberts,2557863,Zay Jones,-0.925023,-0.109,-0.816023
3634,2506861,Brent Grimes,2552458,Devin Funchess,-0.924379,0.001,-0.925379
4359,2556711,Jarrod Wilson,2533034,Lamar Miller,-0.924236,-0.35200000000000004,-0.572236
2375,2556367,William Jackson,2558105,Chris Godwin,-0.924033,0.28600000000000003,-1.2100330000000001
1697,80668,Captain Munnerlyn,2530747,Doug Baldwin,-0.923849,0.40700000000000003,-1.3308490000000002
2718,2557867,Tre'Davious White,2557870,Taywan Taylor,-0.92379,0.019,-0.94279
12,2552689,Ronald Darby,2495454,Julio Jones,-0.923513,0.402,-1.325513
2292,2555355,Clayton Fejedelem,2532865,T.Y. Hilton,-0.923446,0.546,-1.469446
1587,2555175,James Bradberry,2495454,Julio Jones,-0.923347,0.402,-1.325347
4771,496735,Kareem Jackson,2532865,T.Y. Hilton,-0.923282,0.546,-1.4692820000000002
3508,2558065,Adoree' Jackson,2557895,Dede Westbrook,-0.923008,0.183,-1.106008
369,2558108,Nate Hairston,2540158,Zach Ertz,-0.922663,0.207,-1.129663
